,col1,col2,col3
34-fatih
34-zeytinburnu
34-bakırköy
34-beyoğlu
34-beşiktaş
34-sarıyer
34-şişli
34-kağıthane
34-eyüpsultan
34-gaziosmanpaşa
34-bayrampaşa
34-esenler
34-güngören
34-bahçelievler
34-küçükçekmece
34-avcılar
34-beylikdüzü
34-büyükçekmece
34-silivri
34-çatalca
34-sultangazi
34-esenyurt
34-başakşehir
34-bağcılar
34-arnavutköy
34-üsküdar
34-kadıköy
34-ataşehir
34-ümraniye
34-maltepe
34-kartal
34-pendik
34-tuzla
34-sultanbeyli
34-sancaktepe
34-çekmeköy
34-beykoz
34-şile
34-adalar
41-çayırova
41-darıca
41-gebze
41-dilovası
41-körfez
41-derince
41-kandıra
41-izmit
41-kartepe
41-başiskele
41-gölcük
41-karamürsel
11-osmaneli
11-bilecik
11-pazaryeri
11-bozüyük
11-söğüt
11-inhisar
11-yenipazar
11-gölpazarı
54-kaynarca
54-karasu
54-ferizli
54-söğütlü
54-kocaali
54-hendek
54-adapazarı
54-serdivan
54-pamukova
54-sapanca
54-arifiye
54-geyve
54-taraklı
54-erenler
54-karapürçek
54-akyazı
77-yalova
77-çiftlikköy
77-altınova
77-termal
77-çınarcık
77-armutlu
16-gemlik
16-orhangazi
16-iznik
16-yenişehir
16-inegöl
16-kestel
16-gürsu
16-yıldırım
16-keles
16-osmangazi
16-mudanya
16-nilüfer
16-harmancık
16-orhaneli
16-büyükorhan
16-mustafakemalpaşa
16-karacabey
59-saray
59-kapaklı
59-çerkezköy
59-ergene
59-çorlu
59-marmaraereğlisi
59-muratlı
59-süleymanpaşa
59-hayrabolu
59-malkara
59-şarköy
22-lalapaşa
22-edirne
22-süloğlu
22-havsa
22-uzunköprü
22-meriç
22-ipsala
22-enez
22-keşan
39-vize
39-demirköy
39-lüleburgaz
39-pehlivanköy
39-babaeski
39-pınarhisar
39-kırklareli
39-kofçaz
10-erdek
10-bandırma
10-susurluk
10-kepsut
10-dursunbey
10-bigadiç
10-sındırgı
10-gönen
10-manyas
10-karesi
10-altıeylül
10-savaştepe
10-balya
10-ivrindi
10-havran
10-edremit
10-burhaniye
10-gömeç
10-ayvalık
10-marmara
17-gelibolu
17-eceabat
17-çanakkale
17-gökçeada
17-bozcaada
17-lapseki
17-biga
17-yenice
17-çan
17-bayramiç
17-ezine
17-ayvacık
45-soma
45-kırkağaç
45-akhisar
45-gördes
45-demirci
45-selendi
45-köprübaşı
45-kula
45-sarıgöl
