,col1,col2,col3
34_fatih
34_zeytinburnu
34_bakırköy
34_beyoğlu
34_beşiktaş
34_sarıyer
34_şişli
34_kağıthane
34_eyüp
34_gazi osmanpaşa
34_bayrampaşa
34_esenler
34_güngören
34_bahçelievler
34_küçükçekmece
34_avcılar
34_beylikdüzü
34_büyükçekmece
34_silivri
34_çatalca
34_sultangazi
34_esenyurt
34_başakşehir
34_bağcılar
34_arnavutköy
34_üsküdar
34_kadıköy
34_ataşehir
34_ümraniye
34_maltepe
34_kartal
34_pendik
34_tuzla
34_sultanbeyli
34_sancaktepe
34_çekmeköy
34_beykoz
34_şile
34_adalar
